,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted,Adopted_scored
8133,Cat,2,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,6,Yes,Yes
8134,Dog,36,Mixed Breed,Female,Black,Brown,Medium,Medium,Not Sure,Yes,Healthy,0,3,Yes,No
8135,Dog,12,Hound,Female,Brown,No Color,Medium,Short,No,Yes,Healthy,0,3,No,Yes
8136,Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,8,Yes,Yes
8137,Dog,16,Pit Bull Terrier,Female,Brown,White,Large,Short,Not Sure,Yes,Healthy,200,2,Yes,Yes
8138,Dog,9,Shih Tzu,Female,Black,Brown,Small,Long,Yes,No,Healthy,599,5,Yes,Yes
8139,Cat,2,Calico,Female,Black,Cream,Small,Medium,Yes,No,Healthy,0,1,Yes,Yes
8140,Cat,12,Siamese,Female,Cream,No Color,Large,Short,Yes,Yes,Healthy,0,2,Yes,Yes
8141,Dog,8,Golden Retriever,Male,Brown,No Color,Small,Short,Yes,No,Healthy,600,5,Yes,Yes
8142,Dog,14,Doberman Pinscher,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,2,No,Yes
8143,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes,Yes
8144,Dog,3,Mixed Breed,Male,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,3,Yes,Yes
8145,Cat,3,Domestic Short Hair,Male,Brown,Gray,Small,Short,No,No,Healthy,0,6,Yes,Yes
8146,Dog,21,Beagle,Male,Black,Brown,Medium,Short,Yes,No,Healthy,300,1,Yes,Yes
8147,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,Yes,Yes
8148,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
8149,Cat,12,Domestic Short Hair,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,3,No,Yes
8150,Dog,2,Terrier,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,3,Yes,Yes
8151,Dog,8,Mixed Breed,Female,Black,Golden,Medium,Medium,Yes,Yes,Healthy,0,4,Yes,No
8152,Dog,12,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,5,No,Yes
8153,Cat,2,Domestic Medium Hair,Male,White,No Color,Medium,Medium,No,No,Healthy,0,5,Yes,Yes
8154,Dog,2,German Shepherd Dog,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,50,3,Yes,Yes
8155,Dog,12,Mixed Breed,Female,Golden,Cream,Medium,Medium,No,No,Minor Injury,0,5,No,Yes
8156,Dog,36,Beagle,Female,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,350,2,Yes,Yes
8157,Cat,2,Domestic Short Hair,Male,White,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes,Yes
8158,Dog,1,Mixed Breed,Female,Cream,No Color,Small,Short,No,No,Healthy,0,4,Yes,Yes
8159,Dog,9,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,1,No,No
8160,Dog,36,Chihuahua,Male,Black,Brown,Small,Short,Yes,No,Healthy,450,4,Yes,Yes
8161,Dog,2,Mixed Breed,Female,Black,White,Medium,Short,Yes,No,Healthy,0,4,Yes,Yes
8162,Cat,1,Domestic Medium Hair,Male,Golden,Yellow,Large,Medium,No,No,Healthy,0,3,Yes,Yes
8163,Dog,60,Labrador Retriever,Male,Cream,White,Medium,Medium,Yes,Yes,Healthy,0,9,Yes,Yes
8164,Dog,12,Mixed Breed,Female,Cream,No Color,Medium,Medium,No,Yes,Healthy,0,5,Yes,Yes
8165,Dog,120,Chihuahua,Female,Yellow,White,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes,Yes
8166,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,4,Yes,Yes
8167,Cat,3,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,3,Yes,Yes
8168,Dog,3,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,1,No,Yes
8169,Dog,12,Poodle,Female,Golden,No Color,Small,Long,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
8170,Dog,2,Mixed Breed,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,4,Yes,Yes
8171,Cat,4,Domestic Short Hair,Female,Gray,No Color,Medium,Medium,No,Yes,Healthy,0,3,Yes,Yes
8172,Dog,60,Beagle,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,250,6,Yes,Yes
8173,Cat,24,Domestic Short Hair,Female,Cream,No Color,Medium,Medium,Yes,Yes,Healthy,160,1,No,No
8174,Cat,2,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,2,Yes,Yes
8175,Dog,60,Mixed Breed,Male,Brown,Cream,Large,Short,Yes,No,Healthy,0,1,Yes,No
8176,Cat,6,Domestic Short Hair,Female,Black,Gray,Small,Short,Not Sure,Yes,Healthy,0,2,Yes,Yes
8177,Cat,3,Domestic Medium Hair,Female,Brown,White,Small,Medium,Yes,No,Healthy,0,3,Yes,Yes
8178,Cat,6,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,No
8179,Cat,3,Domestic Long Hair,Male,White,No Color,Small,Medium,No,No,Healthy,0,1,Yes,Yes
8180,Cat,1,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,2,Yes,Yes
8181,Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,No,Yes,Healthy,0,4,Yes,Yes
8182,Cat,4,Persian,Male,Brown,Cream,Medium,Long,Yes,Not Sure,Healthy,0,1,Yes,Yes
8183,Cat,1,Domestic Short Hair,Male,Golden,Cream,Medium,Short,No,No,Healthy,0,4,Yes,Yes
8184,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,2,Yes,Yes
8185,Dog,18,Miniature Pinscher,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,2,No,Yes
8186,Dog,5,Belgian Shepherd Malinois,Female,Black,Brown,Medium,Short,Yes,No,Healthy,100,1,Yes,Yes
8187,Dog,48,Golden Retriever,Female,Golden,No Color,Large,Long,Yes,No,Healthy,0,0,Yes,No
8188,Cat,11,Domestic Medium Hair,Female,Gray,No Color,Medium,Medium,No,No,Healthy,0,4,Yes,Yes
8189,Cat,3,Domestic Short Hair,Female,Black,Golden,Medium,Short,No,No,Healthy,0,3,Yes,Yes
8190,Dog,10,Mixed Breed,Male,Brown,Yellow,Medium,Medium,Yes,No,Healthy,0,1,No,No
8191,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,5,Yes,Yes
8192,Cat,1,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,3,Yes,Yes
8193,Cat,60,Domestic Medium Hair,Female,Brown,Golden,Medium,Medium,Yes,Yes,Healthy,0,2,Yes,Yes
8194,Dog,36,Spitz,Male,Black,Cream,Medium,Long,Yes,Yes,Healthy,0,2,Yes,Yes
8195,Cat,2,Tabby,Male,Black,White,Medium,Long,No,No,Healthy,0,2,Yes,Yes
8196,Cat,12,Domestic Short Hair,Male,Gray,No Color,Medium,Short,No,No,Healthy,0,1,Yes,No
8197,Cat,12,Domestic Long Hair,Male,Gray,No Color,Medium,Long,Not Sure,Not Sure,Healthy,0,10,Yes,Yes
8198,Cat,3,Exotic Shorthair,Female,Brown,Yellow,Medium,Medium,No,No,Healthy,0,2,Yes,Yes
8199,Dog,60,Poodle,Female,Brown,No Color,Small,Medium,Yes,Yes,Healthy,80,3,Yes,Yes
8200,Cat,2,Domestic Short Hair,Male,Brown,White,Medium,Short,Not Sure,No,Healthy,0,2,Yes,Yes
8201,Dog,2,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,40,1,Yes,Yes
8202,Dog,4,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,0,2,No,Yes
8203,Dog,84,Shih Tzu,Female,Golden,White,Small,Long,Yes,Yes,Healthy,180,3,Yes,Yes
8204,Dog,24,Pomeranian,Male,Cream,White,Small,Medium,Yes,No,Healthy,0,3,Yes,Yes
8205,Cat,5,Persian,Male,Black,Gray,Large,Long,Yes,No,Healthy,0,5,Yes,Yes
8206,Cat,1,Domestic Medium Hair,Female,Gray,No Color,Medium,Medium,No,Not Sure,Healthy,0,1,Yes,Yes
8207,Dog,11,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,1,No,No
8208,Cat,24,Domestic Long Hair,Male,White,No Color,Large,Long,Yes,Yes,Healthy,0,4,Yes,Yes
8209,Dog,11,Mixed Breed,Male,Brown,Gray,Medium,Medium,No,No,Healthy,0,3,No,No
8210,Cat,4,Persian,Female,Black,Brown,Small,Medium,Not Sure,Not Sure,Healthy,50,2,Yes,Yes
8211,Cat,3,Domestic Short Hair,Male,Gray,White,Small,Short,No,No,Healthy,0,5,Yes,Yes
8212,Dog,2,Mixed Breed,Female,Cream,No Color,Large,Short,Not Sure,Not Sure,Healthy,0,4,No,No
8213,Dog,3,Mixed Breed,Male,Black,White,Medium,Short,Yes,No,Healthy,0,5,No,Yes
8214,Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,1,Yes,Yes
8215,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,0,5,Yes,Yes
8216,Cat,18,Domestic Medium Hair,Male,White,No Color,Medium,Medium,Yes,Yes,Healthy,0,10,Yes,Yes
8217,Dog,48,Golden Retriever,Male,Golden,No Color,Large,Long,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
8218,Dog,3,Mixed Breed,Male,Brown,White,Large,Short,Yes,No,Healthy,0,3,No,Yes
8219,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,2,No,Yes
8220,Cat,5,Domestic Short Hair,Male,Gray,White,Medium,Short,No,No,Healthy,0,11,Yes,Yes
8221,Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,5,Yes,Yes
8222,Cat,1,Domestic Long Hair,Female,Cream,Gray,Medium,Medium,No,No,Healthy,100,5,Yes,Yes
8223,Cat,16,Domestic Medium Hair,Male,Golden,No Color,Small,Medium,No,No,Healthy,0,9,Yes,Yes
8224,Cat,3,Domestic Medium Hair,Female,Cream,No Color,Small,Medium,Yes,No,Minor Injury,0,4,Yes,Yes
8225,Dog,0,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,5,Yes,Yes
8226,Cat,24,Siamese,Female,Yellow,White,Medium,Short,Yes,Yes,Healthy,0,5,Yes,Yes
8227,Dog,17,Dalmatian,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,7,Yes,Yes
8228,Dog,3,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,100,3,Yes,Yes
8229,Cat,2,Domestic Medium Hair,Female,Gray,No Color,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
8230,Dog,12,Mixed Breed,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,5,Yes,Yes
8231,Dog,67,Poodle,Female,Brown,No Color,Small,Medium,Yes,Yes,Healthy,300,1,Yes,Yes
8232,Dog,12,Poodle,Female,Brown,Cream,Small,Medium,Not Sure,Not Sure,Minor Injury,0,1,Yes,Yes
8233,Cat,6,Domestic Short Hair,Female,Yellow,White,Small,Short,Yes,Yes,Healthy,150,2,Yes,Yes
8234,Cat,2,Domestic Short Hair,Female,Black,Golden,Small,Short,No,No,Healthy,30,1,Yes,Yes
8235,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes,Yes
8236,Dog,56,Shih Tzu,Male,Black,Brown,Small,Short,Yes,No,Healthy,0,2,Yes,Yes
8237,Cat,6,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,3,Yes,Yes
8238,Cat,12,Domestic Short Hair,Female,Black,Brown,Small,Medium,Not Sure,Not Sure,Healthy,0,2,No,No
8239,Dog,7,Mixed Breed,Male,Cream,White,Medium,Short,Yes,Yes,Healthy,0,1,No,No
8240,Cat,8,Domestic Short Hair,Male,Black,White,Small,Short,No,Not Sure,Healthy,0,7,Yes,Yes
8241,Dog,24,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,5,No,No
8242,Dog,14,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,11,Yes,Yes
8243,Dog,24,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,3,No,No
8244,Dog,7,Mixed Breed,Male,Brown,Golden,Medium,Short,No,No,Healthy,0,0,No,No
8245,Dog,36,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,30,3,No,No
8246,Cat,4,Domestic Short Hair,Female,Gray,No Color,Medium,Short,No,No,Healthy,0,4,Yes,Yes
8247,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,Yes,Yes
8248,Cat,36,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,3,No,No
8249,Dog,2,Labrador Retriever,Male,Brown,White,Medium,Medium,No,No,Healthy,0,5,Yes,Yes
8250,Cat,3,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,No,No,Healthy,50,1,Yes,Yes
8251,Cat,1,Domestic Short Hair,Male,Brown,White,Small,Short,No,No,Healthy,0,5,Yes,Yes
8252,Dog,24,Mixed Breed,Male,White,No Color,Medium,Medium,Not Sure,Not Sure,Minor Injury,20,2,No,No
8253,Cat,4,American Curl,Female,Cream,White,Medium,Medium,Yes,No,Minor Injury,350,1,Yes,Yes
8254,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,26,No,No
8255,Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,No,Healthy,0,14,Yes,Yes
8256,Dog,1,Labrador Retriever,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,1,Yes,Yes
8257,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,7,Yes,Yes
8258,Cat,3,Domestic Short Hair,Female,Black,No Color,Medium,Short,No,No,Healthy,0,3,Yes,Yes
8259,Dog,68,Rottweiler,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,6,Yes,Yes
8260,Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,4,Yes,Yes
8261,Cat,4,Domestic Medium Hair,Female,Gray,White,Medium,Medium,Not Sure,No,Healthy,50,1,No,No
8262,Dog,24,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,Yes,No
8263,Cat,51,Persian,Female,Brown,Gray,Medium,Long,Yes,Yes,Healthy,0,3,Yes,Yes
8264,Dog,4,Mixed Breed,Female,Black,Brown,Small,Short,No,No,Healthy,0,2,No,Yes
8265,Cat,17,British Shorthair,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,Yes,Yes
8266,Dog,1,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
8267,Dog,4,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,0,6,Yes,Yes
8268,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,5,Yes,Yes
8269,Dog,1,Jack Russell Terrier,Male,Brown,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,11,Yes,Yes
8270,Dog,2,Mixed Breed,Female,Brown,No Color,Small,Short,Yes,No,Healthy,0,5,Yes,Yes
8271,Cat,2,Domestic Short Hair,Female,Brown,Yellow,Medium,Medium,No,No,Healthy,15,3,Yes,Yes
8272,Cat,3,Tabby,Male,Black,Gray,Medium,Short,No,No,Healthy,0,3,Yes,Yes
8273,Cat,5,Calico,Female,Golden,Gray,Medium,Medium,No,No,Healthy,0,1,No,Yes
8274,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,3,Yes,Yes
8275,Dog,62,Shih Tzu,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,2,Yes,Yes
8276,Dog,12,Golden Retriever,Male,Golden,No Color,Large,Medium,Not Sure,No,Healthy,0,2,Yes,Yes
8277,Dog,60,Cocker Spaniel,Male,Cream,No Color,Medium,Long,Yes,Yes,Healthy,350,3,Yes,Yes
8278,Dog,3,Border Collie,Female,Black,White,Medium,Short,No,No,Healthy,0,5,Yes,Yes
8279,Dog,36,Golden Retriever,Male,Golden,No Color,Medium,Medium,Yes,Yes,Healthy,0,5,Yes,Yes
8280,Cat,2,Domestic Medium Hair,Female,Cream,White,Medium,Medium,Yes,No,Healthy,0,7,Yes,Yes
8281,Dog,1,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,1,Yes,Yes
8282,Dog,2,Mixed Breed,Male,Black,Brown,Large,Medium,No,No,Minor Injury,0,1,No,Yes
8283,Dog,6,Mixed Breed,Male,Black,White,Medium,Medium,Yes,Not Sure,Healthy,0,1,No,No
8284,Dog,12,Mixed Breed,Female,Black,Brown,Medium,Medium,No,Not Sure,Healthy,0,4,Yes,Yes
8285,Cat,4,Domestic Short Hair,Female,Golden,White,Small,Short,Yes,No,Healthy,0,1,Yes,Yes
8286,Dog,2,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,3,Yes,Yes
8287,Dog,24,Shih Tzu,Female,Brown,White,Small,Long,Not Sure,Not Sure,Minor Injury,0,1,Yes,Yes
8288,Dog,12,Terrier,Female,Gray,No Color,Medium,Long,Not Sure,No,Healthy,0,3,Yes,Yes
8289,Cat,4,Domestic Medium Hair,Female,Brown,Golden,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
8290,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,4,Yes,Yes
8291,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,0,Yes,Yes
8292,Dog,24,Miniature Pinscher,Female,Brown,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,8,Yes,Yes
8293,Cat,1,Domestic Medium Hair,Male,Golden,White,Small,Medium,No,No,Healthy,0,7,Yes,Yes
8294,Cat,4,Domestic Short Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
8295,Dog,4,Mixed Breed,Male,Cream,White,Medium,Short,Yes,No,Healthy,0,5,Yes,Yes
8296,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
8297,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,8,Yes,Yes
8298,Dog,48,Spitz,Female,Black,Brown,Medium,Medium,Yes,Not Sure,Healthy,0,3,Yes,Yes
8299,Cat,6,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,5,No,Yes
8300,Cat,2,Domestic Short Hair,Male,Black,Gray,Small,Short,No,No,Healthy,0,2,Yes,Yes
8301,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes,Yes
8302,Dog,2,Labrador Retriever,Female,Black,No Color,Large,Medium,No,No,Healthy,0,2,Yes,Yes
8303,Dog,3,Labrador Retriever,Female,Black,Brown,Large,Short,No,No,Healthy,0,6,Yes,Yes
8304,Cat,3,Domestic Medium Hair,Female,Brown,Cream,Medium,Medium,Yes,No,Healthy,300,5,Yes,Yes
8305,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,3,Yes,Yes
8306,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,Yes,Yes
8307,Cat,80,Domestic Medium Hair,Female,Brown,Gray,Medium,Medium,Yes,Yes,Healthy,0,2,No,Yes
8308,Dog,2,Mixed Breed,Male,Cream,No Color,Medium,Medium,Yes,No,Healthy,0,3,Yes,Yes
8309,Cat,4,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,4,No,Yes
8310,Dog,7,Mixed Breed,Female,Cream,White,Medium,Short,Yes,Yes,Healthy,0,4,Yes,Yes
8311,Cat,4,Domestic Short Hair,Male,White,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,2,Yes,Yes
8312,Dog,36,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Minor Injury,0,3,Yes,No
8313,Cat,3,Domestic Short Hair,Female,Black,Gray,Medium,Short,Yes,Not Sure,Healthy,0,7,Yes,Yes
8314,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,20,1,Yes,Yes
8315,Cat,36,Domestic Medium Hair,Male,White,No Color,Medium,Medium,Not Sure,Yes,Healthy,0,1,No,No
8316,Dog,4,Mixed Breed,Female,Cream,No Color,Medium,Medium,Not Sure,No,Healthy,0,2,Yes,Yes
8317,Dog,4,Mixed Breed,Male,White,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
8318,Dog,18,Mixed Breed,Female,Yellow,Cream,Medium,Short,Yes,Yes,Healthy,0,2,No,No
8319,Dog,12,Mixed Breed,Male,Black,Brown,Large,Medium,Yes,Yes,Healthy,0,5,No,Yes
8320,Dog,2,Mixed Breed,Female,Black,Brown,Large,Short,Yes,No,Healthy,50,5,Yes,Yes
8321,Cat,1,Domestic Medium Hair,Female,Black,Cream,Medium,Medium,No,No,Healthy,0,5,Yes,Yes
8322,Dog,2,Mixed Breed,Male,Black,Yellow,Large,Short,No,No,Healthy,0,5,Yes,Yes
8323,Dog,12,Mixed Breed,Female,Brown,Yellow,Small,Short,Yes,Yes,Healthy,0,8,No,No
8324,Cat,3,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,1,No,Yes
8325,Dog,12,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,13,Yes,Yes
8326,Dog,22,Mixed Breed,Male,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,6,Yes,No
8327,Dog,5,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,No,Healthy,0,3,Yes,Yes
8328,Dog,24,Mixed Breed,Female,Black,Yellow,Medium,Short,Yes,Yes,Healthy,0,3,Yes,No
8329,Dog,24,Labrador Retriever,Female,Black,No Color,Large,Medium,Yes,Not Sure,Healthy,300,1,Yes,Yes
8330,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,6,Yes,Yes
8331,Dog,54,Spitz,Male,Black,Brown,Medium,Long,Yes,Yes,Healthy,150,8,Yes,Yes
8332,Dog,36,Poodle,Male,Cream,No Color,Small,Medium,Yes,Yes,Healthy,200,3,Yes,Yes
8333,Dog,1,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,1,Yes,Yes
8334,Dog,2,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,4,No,Yes
8335,Dog,1,Mixed Breed,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,4,Yes,Yes
8336,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,7,Yes,Yes
8337,Cat,6,Domestic Medium Hair,Male,Yellow,White,Medium,Medium,Yes,No,Healthy,0,4,No,Yes
8338,Cat,24,Tortoiseshell,Female,Black,Brown,Medium,Long,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
8339,Cat,4,Domestic Short Hair,Female,Black,Gray,Small,Short,Not Sure,Not Sure,Minor Injury,0,4,No,Yes
8340,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,Yes,Yes
8341,Cat,3,Tabby,Male,Black,Gray,Medium,Short,No,No,Healthy,0,4,Yes,Yes
8342,Cat,24,Persian,Female,Black,Brown,Medium,Long,Yes,Not Sure,Healthy,350,13,Yes,Yes
8343,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,No,Yes
8344,Cat,1,Domestic Long Hair,Male,Black,No Color,Large,Long,No,No,Healthy,125,4,Yes,Yes
8345,Cat,1,Bombay,Male,Black,No Color,Small,Medium,No,Not Sure,Healthy,0,3,Yes,Yes
8346,Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
8347,Dog,8,Mixed Breed,Male,Brown,No Color,Large,Short,Yes,No,Healthy,0,5,Yes,Yes
8348,Cat,2,British Shorthair,Male,Golden,White,Medium,Short,No,No,Healthy,100,5,Yes,Yes
8349,Cat,1,Domestic Medium Hair,Male,Cream,White,Medium,Medium,No,Not Sure,Healthy,0,3,Yes,Yes
8350,Cat,4,Domestic Short Hair,Male,White,No Color,Medium,Short,Yes,No,Healthy,0,4,Yes,Yes
8351,Cat,1,American Shorthair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,7,Yes,Yes
8352,Cat,5,Domestic Medium Hair,Male,Yellow,White,Medium,Medium,No,No,Healthy,0,5,Yes,Yes
8353,Cat,3,Domestic Short Hair,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,29,Yes,Yes
8354,Dog,1,Spitz,Male,Black,White,Medium,Medium,No,No,Healthy,0,13,Yes,Yes
8355,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Minor Injury,0,1,No,Yes
8356,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
8357,Dog,11,Mixed Breed,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,150,4,Yes,Yes
8358,Cat,4,Persian,Male,White,No Color,Large,Long,No,No,Healthy,150,4,Yes,Yes
8359,Cat,12,Domestic Short Hair,Female,Brown,White,Small,Short,Yes,Yes,Healthy,0,5,No,Yes
8360,Cat,4,Domestic Short Hair,Male,Brown,No Color,Medium,Short,Yes,No,Serious Injury,0,2,No,Yes
8361,Cat,5,American Shorthair,Female,Golden,No Color,Medium,Short,Yes,Not Sure,Healthy,0,5,Yes,Yes
8362,Dog,60,Labrador Retriever,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,4,No,Yes
8363,Dog,6,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,Yes,Yes
8364,Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,5,Yes,Yes
8365,Cat,2,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,1,Yes,Yes
8366,Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,50,1,No,No
8367,Cat,3,Siberian,Male,Golden,Gray,Small,Long,No,No,Healthy,200,12,Yes,Yes
8368,Cat,2,Domestic Medium Hair,Male,Brown,White,Small,Medium,No,No,Healthy,0,7,Yes,Yes
8369,Cat,3,Domestic Short Hair,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,1,No,Yes
8370,Cat,1,Domestic Short Hair,Male,Golden,Yellow,Small,Short,No,No,Healthy,0,2,No,Yes
8371,Dog,3,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
8372,Dog,120,Labrador Retriever,Female,Cream,No Color,Large,Short,Yes,Yes,Minor Injury,0,0,No,No
8373,Cat,28,Persian,Female,Yellow,No Color,Medium,Long,Yes,No,Healthy,50,2,Yes,Yes
8374,Cat,3,Tortoiseshell,Female,Black,Golden,Medium,Medium,Yes,No,Healthy,0,5,Yes,Yes
8375,Dog,12,Dachshund,Female,Golden,Yellow,Small,Short,Not Sure,Not Sure,Healthy,0,5,Yes,Yes
